Name,eformsNotice,sfNotice,eforms_xpath,BT,sfLevel,BG_lvl1,BG_lvl2,BG_lvl3,guidance,status,comments
Award Criterion Number Fixed,33,21,/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionStatistics/efbc:StatisticsCode[@listName='number-fixed'],BT-5422,new term,BG-707,BG-38,BG-541,,,
Award Criterion Number Threshold,33,21,/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionStatistics/efbc:StatisticsCode[@listName='number-threshold'],BT-5423,new term,BG-707,BG-38,BG-541,,,
Place Performance Lot Identifier,33,21,,BT-1372,II.2.1.1,BG-708,,,"If not set, let *Lot No* be '1'. Map to the lot's `.id` (string), map to the item's `.id` (string), and map to the item's `.relatedLot` (string).",imported_from_sf,
Place Performance Country Subdivision,33,21,/*/cac:ProcurementProject/cac:RealizedLocation/cbc:CountrySubentityCode;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:CountrySubentityCode,BT-5071,II.2.3.1,BG-708,,,"For each `NUTS` element, take the NUTS code in its `CODE` attribute, add an `Address` object to the item's `.deliveryAddresses` array, and map to its `.region`.\n\nThere's an open issue ([#739](https://github.com/open-contracting/standard/issues/739)) about region codes. (ISSUE)",imported_from_sf,
Place Performance Street,33,21,/*/cac:ProcurementProject/cac:RealizedLocation/cac:AddressLine/cbc:Line;/*/cac:ProcurementProject/cac:RealizedLocation/cbc:AdditionalStreetName;/*/cac:ProcurementProject/cac:RealizedLocation/cbc:StreetName;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cbc:StreetName /*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cbc:AdditionalStreetName /*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cac:AddressLine/cbc:Line,BT-5101,II.2.3.2,BG-708,,,Map to the item's `.deliveryLocation.description`,imported_from_sf,
Place Performance Post Code,33,21,/*/cac:ProcurementProject/cac:RealizedLocation/cbc:PostalZone;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:PostalZone,BT-5121,II.2.3.2,BG-708,,,Map to the item's `.deliveryLocation.description`,imported_from_sf,
Place Performance City,33,21,/*/cac:ProcurementProject/cac:RealizedLocation/cbc:CityName;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:CityName,BT-5131,II.2.3.2,BG-708,,,Map to the item's `.deliveryLocation.description`,imported_from_sf,
Place Performance Country Code,33,21,/*/cac:ProcurementProject/cac:RealizedLocation/cac:Country/cbc:IdentificationCode;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cac:Country/cbc:IdentificationCode,BT-5141,II.2.3.2,BG-708,,,Map to the item's `.deliveryLocation.description`,imported_from_sf,
Place Performance Services Other,33,21,/*/cac:ProcurementProject/cac:RealizedLocation/cbc:Region;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:Region,BT-727,new term overall,BG-708,,,,,
Place Performance Additional Information,33,21,/*/cac:ProcurementProject/cac:RealizedLocation/cbc:Description;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cbc:Description,BT-728,II.2.3.2,BG-708,,,Map to the item's `.deliveryLocation.description`,imported_from_sf,
Additional Information Lot Identifier,33,21,,BT-13715,II.2.1.1,BG-710,,,"If not set, let *Lot No* be '1'. Map to the lot's `.id` (string), map to the item's `.id` (string), and map to the item's `.relatedLot` (string).",imported_from_sf,
Additional Information,33,21,/*/cac:ProcurementProject/cbc:Note;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:Note,BT-300,II.2.14,BG-710,,,Append to the lot's `.description`\n\nThis results in a loss of structure. (WARNING #28),imported_from_sf,
Procurement Relaunch,33,21,/*/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efbc:ProcedureRelaunchIndicator;/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efbc:ProcedureRelaunchIndicator,BT-634,new term overall,BG-710,,,,,
PIN Competition Termination,33,21,/ContractAwardNotice/cac:TenderingProcess/cbc:TerminatedIndicator,BT-756,IV.2.9.1,BG-710,,,Set `tender.status` to 'complete',imported_from_sf,
Strategic Procurement,33,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='strategic-procurement'],BT-06,new term overall,BG-713,,,,,
Strategic Procurement Notice Section Identifier,33,21,,BT-13721,new term overall,BG-713,,,,,
Accessibility,33,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='accessibility'],BT-754,new term overall,BG-713,,,,,
Accessibility Justification,33,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/cbc:Description,BT-755,new term overall,BG-713,,,,,
Green Procurement,33,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='environmental-impact'],BT-774,new term overall,BG-713,,,,,
Social Procurement,33,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='social-procurement'],BT-775,new term overall,BG-713,,,,,
Innovative Procurement,33,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='innovative-acquisition'],BT-776,new term overall,BG-713,,,,,
Strategic Procurement Description,33,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/cbc:Description,BT-777,new term overall,BG-713,,,,,
Unpublished Identifier,33,21,,BT-195,new term overall,BG-8,,,,,
Unpublished Justification Description,33,21,,BT-196,new term overall,BG-8,,,,,
Unpublished Justification Code,33,21,,BT-197,new term overall,BG-8,,,,,
Unpublished Accessibility Date,33,21,,BT-198,new term overall,BG-8,,,,,
Procedure Legal Basis,34,21,/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:DocumentDescription;/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:ID;/*/cbc:RegulatoryDomain,BT-01,new term overall,BG-1,,,,,
Notice Type,34,21,/*/cbc:NoticeTypeCode,BT-02,new term overall,BG-1,,,,,
Form Type,34,21,/*/cbc:NoticeTypeCode/@listName,BT-03,new term overall,BG-1,,,,,
Procedure Identifier,34,21,/*/cbc:ContractFolderID,BT-04,new term overall,BG-1,,,,,
Notice Dispatch Date,34,21,/*/cbc:IssueDate;/*/cbc:IssueTime,BT-05,VI.5,BG-1,,,Map to `date`,imported_from_sf,
Notice Identifier,34,21,/*/cbc:ID,BT-701,new term overall,BG-1,,,,,
Notice Official Language,34,21,/*/cac:AdditionalNoticeLanguage/cbc:ID;/*/cbc:NoticeLanguageCode,BT-702,new term overall,BG-1,,,,,
Notice Publication Date Preferred,34,21,/*/cbc:RequestedPublicationDate,BT-738,new term overall,BG-1,,,,,
Notice Version,34,21,/*/cbc:VersionID,BT-757,new term overall,BG-1,,,,,
Communication Lot Identifier,34,21,,BT-13712,new term,BG-100,,,,,
Review Deadline Description,34,21,/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AppealTerms/cac:PresentationPeriod/cbc:Description,BT-99,VI.4.3,BG-100,,,Map to `tender.reviewDetails`,imported_from_sf,
Previous Planning Identifier,34,21,/*/cac:ProcurementProjectLot/cac:NoticeDocumentReference/cbc:ID;/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:NoticeDocumentReference/cbc:VersionID,BT-125,IV.2.1,BG-125,,,[Reference a previous publication](../../operations/#reference-a-previous-publication),imported_from_sf,
Previous Planning Part Identifier,34,21,/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:NoticeDocumentReference/cbc:ReferencedDocumentInternalAddress,BT-1251,new term overall,BG-125,,,,,
Previous Planning Lot Identifier,34,21,,BT-1371,new term overall,BG-125,,,,,
Purpose Lot Identifier,34,21,/*/cac:ProcurementProjectLot/cbc:ID,BT-137,II.2.1.1,BG-2,,,"If not set, let *Lot No* be '1'. Map to the lot's `.id` (string), map to the item's `.id` (string), and map to the item's `.relatedLot` (string).",imported_from_sf,
Title,34,21,/*/cac:ProcurementProject/cbc:Name;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:Name,BT-21,II.1.1,BG-2,,,Map to `tender.title`,imported_from_sf,
Internal Identifier,34,21,/*/cac:ProcurementProject/cbc:ID;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:ID,BT-22,II.1.1.1,BG-2,,,"If not set, let *Reference number* be equal to the `ocid` value. Map to `tender.id` (string).",imported_from_sf,
Main Nature,34,21,/*/cac:ProcurementProject/cbc:ProcurementTypeCode;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:ProcurementTypeCode[@listName='contract-nature'],BT-23,II.1.3,BG-2,,,Set `tender.mainProcurementCategory` as follows:,imported_from_sf,
Description,34,21,/*/cac:ProcurementProject/cbc:Description;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:Description,BT-24,II.1.4,BG-2,,,Map to `tender.description`,imported_from_sf,
Quantity,34,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:EstimatedOverallContractQuantity,BT-25,new term,BG-2,,,,,
Estimated Value,34,21,/*/cac:ProcurementProject/cac:RequestedTenderTotal/cbc:EstimatedOverallContractAmount;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RequestedTenderTotal/cbc:EstimatedOverallContractAmount,BT-27,V.2.4.1,BG-2,,,,,
Options,34,21,,BT-53,new term,BG-2,,,,,
Additional Nature,34,21,/*/cac:ProcurementProject/cbc:ProcurementAdditionalType/cbc:ProcurementTypeCode;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='contract-nature'],BT-531,new term,BG-2,,,,,
Options Description,34,21,,BT-54,new term,BG-2,,,,,
Unit,34,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:EstimatedOverallContractQuantity/@quantityUnitCode,BT-625,new term overall,BG-2,,,,,
Classification Type,34,21,/*/cac:ProcurementProject/cac:AdditionalCommodityClassification/cbc:ItemClassificationCode/@listName;/*/cac:ProcurementProject/cac:MainCommodityClassification/cbc:ItemClassificationCode/@listName;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:MainCommodityClassification/cbc:ItemClassificationCode/@listname  /*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:AdditionalCommodityClassification/cbc:ItemClassificationCode/@listName,BT-26,new term overall,BG-2,BG-261,,,,
Main Classification Code,34,21,/*/cac:ProcurementProject/cac:MainCommodityClassification/cbc:ItemClassificationCode;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:MainCommodityClassification/cbc:ItemClassificationCode,BT-262,II.1.2,BG-2,BG-261,,"Set `tender.classification.scheme` to 'CPV', take the CPV code in the `CODE` attribute, and map to `tender.classification.id`",imported_from_sf,
Additional Classification Codes,34,21,/*/cac:ProcurementProject/cac:AdditionalCommodityClassification/cbc:ItemClassificationCode;/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:AdditionalCommodityClassification/cbc:ItemClassificationCode,BT-263,new term overall,BG-2,BG-261,,,,
Group Framework Estimated Maximum Value,34,21,/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:FrameworkAgreement/cbc:FrameworkAgreementEstimatedMaximumValueAmount,BT-157,new term overall,BG-2,BG-557,,,,
Group Framework Estimated Maximum Value Lot Identifier,34,21,,BT-557,new term overall,BG-2,BG-557,,,,
Duration Lot Identifier,34,21,,BT-1373,new term,BG-36,,,,,
Duration Period,34,21,/PriorInformationNotice/cac:ProcurementProjectLot/cac:ProcurementProject/cac:PlannedPeriod/cbc:DurationMeasure,BT-36,new term,BG-36,,,,,
Duration Start Date,34,21,/PriorInformationNotice/cac:ProcurementProjectLot/cac:ProcurementProject/cac:PlannedPeriod/cbc:StartDate,BT-536,new term,BG-36,,,,,
Duration End Date,34,21,/PriorInformationNotice/cac:ProcurementProjectLot/cac:ProcurementProject/cac:PlannedPeriod/cbc:EndDate,BT-537,new term,BG-36,,,,,
Duration Other,34,21,/PriorInformationNotice/cac:ProcurementProjectLot/cac:ProcurementProject/cac:PlannedPeriod/cbc:DescriptionCode,BT-538,new term,BG-36,,,,,
Renewal Description,34,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ContractExtension/cac:Renewal/cac:Period/cbc:Description,BT-57,new term,BG-36,,,,,
Renewal Maximum,34,21,/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ContractExtension/cbc:MaximumNumberNumeric,BT-58,new term,BG-36,,,,,
Cross Border Law,34,21,/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:DocumentDescription;/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:ID,BT-09,I.2.1.1,BG-6,,,Map to `tender.crossBorderLaw`,imported_from_sf,
Procedure Type,34,21,/*/cac:TenderingProcess/cbc:ProcedureCode,BT-105,IV.1.1,BG-6,,,,,
Direct Award Justification Previous Procedure Identifier,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ProcessJustification[./cbc:ProcessReasonCode/@listName='direct-award-justification']/cbc:Description,BT-1252,new term,BG-6,,,,,
Direct Award Justification Text,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ProcessJustification[./cbc:ProcessReasonCode/@listName='direct-award-justification']/cbc:ProcessReason,BT-135,3.1,BG-6,,,,,
Direct Award Justification Code,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ProcessJustification/cbc:ProcessReasonCode[@listName='direct-award-justification'],BT-136,Annex D2 multiple choices,BG-6,,,,,
Procedure Features,34,21,/*/cac:TenderingProcess/cbc:Description,BT-88,IV.1.10,BG-6,,,,,
Funds Lot Identifier,34,21,,BT-1374,II.2.1.1,BG-61,,,"If not set, let *Lot No* be '1'. Map to the lot's `.id` (string), map to the item's `.id` (string), and map to the item's `.relatedLot` (string).",imported_from_sf,
EU Funds,34,21,/*/cac:ProcurementProjectLot/cac:TenderingTerms/cbc:FundingProgramCode[@listName='eu-funded'],BT-60,II.2.13.1,BG-61,,,"* Get the `Organization` object whose `.name` is 'European Union'. If none exists yet:\n  * [Add a party](../../operations/#add-a-party)\n  * Set its `.name` to 'European Union'\n* Add 'funder' to its `.roles`\n\n* Get the `Finance` object whose `.description` is the *Identification of the project*. If none exists yet:\n  * Add a `Finance` object to the `planning.budget.finance` array\n  * Map the *Identification of the project* to its `.description`\n  * Set its `.id` incrementally\n  * Set its `.financingParty.name` to 'European Union'\n  * Set its `.financingParty.id` to the party's `.id`\n  * Add the lot's `.id` to its `.relatedLots` (**F12, F13**: Instead, do nothing)\n\nIn [future forms](https://github.com/eForms/eForms/issues/181#issuecomment-439861320), this field will be de-emphasized.",imported_from_sf,
Buyer Review Lot Identifier,34,21,,BT-13722,new term overall,BG-612,,,,,
Buyer Review Complainants,34,21,,BT-712,new term overall,BG-612,,,,,
Buyer Review Requests Count,34,21,,BT-635,new term overall,BG-612,BG-613,,,,
Buyer Review Requests Irregularity Type,34,21,,BT-636,new term overall,BG-612,BG-613,,,,
Notice Framework Value,34,21,/*/cac:ProcurementProject/cac:RequestedTenderTotal/cbc:EstimatedOverallFrameworkContractsAmount,BT-118,II.1.7.1,BG-7,,,,,
Notice Value,34,21,/*/cac:ProcurementProject/cac:RequestedTenderTotal/cbc:TotalAmount,BT-161,II.1.7.1,BG-7,,,,,
Result Lot Identifier,34,21,,BT-13713,(Section V),BG-7,BG-137,,,,
Winner Chosen,34,21,/ContractAwardNotice/cac:TenderResult/cbc:TenderResultCode[@listName='winner-selection-status'],BT-142,(Section V),BG-7,BG-137,,,,
Not Awarded Reason,34,21,/ContractAwardNotice/cac:TenderResult/cbc:TenderResultCode[@listName='non-award-justification'],BT-144,V.1.1,BG-7,BG-137,,Set the award's `.statusDetails` to 'unsuccessful'\n\nThere's an open issue ([#764](https://github.com/open-contracting/standard/issues/764)) about status details. (ISSUE),imported_from_sf,
Framework Estimated Value,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:FrameworkAgreement/cbc:EstimatedMaximumValueAmount,BT-660,new term overall,BG-7,BG-137,,,,
Framework Maximum Value,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:FrameworkAgreement/cbc:MaximumValueAmount,BT-709,new term overall,BG-7,BG-137,,,,
Received Submissions Count,34,21,/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticalNumeric,BT-759,V.2.2.1,BG-7,BG-137,BG-712,,,
Received Submissions Type,34,21,/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type'],BT-760,V.2.2.2,BG-7,BG-137,BG-712,"[Add a bids statistic](../../operations/#add-a-bids-statistic), set its `.measure` to 'bids', set its `.relatedLot` to the award's only `.relatedLots` entry, and map to its `.value`.",imported_from_sf,
Contract Conclusion Date,34,21,/ContractAwardNotice/cac:TenderResult/cac:Contract/cbc:IssueDate,BT-145,V.2.1,BG-7,BG-310,,Map to the contract's `.dateSigned`,imported_from_sf,
Winner Decision Date,34,21,/ContractAwardNotice/cac:TenderResult/cbc:AwardDate,BT-1451,new term,BG-7,BG-310,,,,
Contract Identifier,34,21,/ContractAwardNotice/cac:TenderResult/cac:Contract/cbc:ID,BT-150,(Section V),BG-7,BG-310,,,,
Contract URL,34,21,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI,BT-151,new term overall,BG-7,BG-310,,,,
Contract Tender Identifier,34,21,,BT-3202,new term overall,BG-7,BG-310,,,,
Contract Title,34,21,/ContractAwardNotice/cac:TenderResult/cac:Contract/cbc:Description,BT-721,(Section V),BG-7,BG-310,,,,
Contract Framework Agreement,34,21,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cbc:DocumentTypeCode[./text()='fa-setting-notice'],BT-768,new term overall,BG-7,BG-310,,,,
Contract EU Funds Identifier,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingTerms/cbc:FundingProgramCode,BT-5011,II.2.13.2,BG-7,BG-310,BG-611,,,
Contract EU Funds Name,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingTerms/cbc:FundingProgram,BT-722,new term overall,BG-7,BG-310,BG-611,,,
Tender Lot Identifier,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cbc:ID,BT-13714,new term overall,BG-7,BG-320,,,,
Tender Rank,34,21,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cbc:Rank,BT-171,new term overall,BG-7,BG-320,,,,
Tender Variant,34,21,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cbc:TenderEnvelopeTypeCode,BT-193,new term,BG-7,BG-320,,,,
