id,eforms_xpath,group,bt,name,notes
431,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cbc:EndpointID,TenderResult_signatory,BT-509,eDelivery Gateway,.
432,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cbc:IndustryClassificationCode[@listName='legal-person'],TenderResult_signatory,BT-633,Organisation Natural Person,
433,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PartyName/cbc:Name,TenderResult_signatory,BT-500,Name,
434,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PartyLegalEntity/cbc:CompanyID,TenderResult_signatory,BT-501,Identifier,
435,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PostalAddress/cbc:Department,TenderResult_signatory,BT-16,Part Name,
436,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PostalAddress/cbc:StreetName,TenderResult_signatory,BT-510,Street,
437,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PostalAddress/cbc:CityName,TenderResult_signatory,BT-513,City,
438,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PostalAddress/cbc:PostalZone,TenderResult_signatory,BT-512,Post Code,
439,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PostalAddress/cbc:CountrySubentityCode,TenderResult_signatory,BT-507,Country Subdivision,NUTS3 code
440,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:PostalAddress/cbc:IdentificationCode,TenderResult_signatory,BT-514,Country Code,
441,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:Contact/cbc:Name,TenderResult_signatory,BT-502,Contact Point,
442,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:Contact/cbc:ElectronicMail,TenderResult_signatory,BT-506,Contact Email Address,
443,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:Contact/cbc:Telephone,TenderResult_signatory,BT-503,Contact Telephone Number,
444,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractDocumentReference/cac:Resultofverification/cac:SignatoryParty/cac:Contact/cbc:Telefax,TenderResult_signatory,BT-739,Contact Fax,
445,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cbc:WebsiteURI,TenderResult_exec-pay,BT-505,Internet Address,
446,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cbc:EndpointID,TenderResult_exec-pay,BT-509,eDelivery Gateway,.
447,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cbc:IndustryClassificationCode[@listName='legal-person'],TenderResult_exec-pay,BT-633,Organisation Natural Person,
448,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PartyName/cbc:Name,TenderResult_exec-pay,BT-500,Name,
449,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PartyLegalEntity/cbc:CompanyID,TenderResult_exec-pay,BT-501,Identifier,
450,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PostalAddress/cbc:Department,TenderResult_exec-pay,BT-16,Part Name,
451,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PostalAddress/cbc:StreetName,TenderResult_exec-pay,BT-510,Street,
452,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PostalAddress/cbc:CityName,TenderResult_exec-pay,BT-513,City,
453,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PostalAddress/cbc:PostalZone,TenderResult_exec-pay,BT-512,Post Code,
454,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PostalAddress/cbc:CountrySubentityCode,TenderResult_exec-pay,BT-507,Country Subdivision,NUTS3 code
455,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:PostalAddress/cbc:IdentificationCode,TenderResult_exec-pay,BT-514,Country Code,
456,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:Contact/cbc:Name,TenderResult_exec-pay,BT-502,Contact Point,
457,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:Contact/cbc:ElectronicMail,TenderResult_exec-pay,BT-506,Contact Email Address,
458,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:Contact/cbc:Telephone,TenderResult_exec-pay,BT-503,Contact Telephone Number,
459,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty/cac:Contact/cbc:Telefax,TenderResult_exec-pay,BT-739,Contact Fax,
460,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cbc:WebsiteURI,TenderResult_bud-pay,BT-505,Internet Address,
461,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cbc:EndpointID,TenderResult_bud-pay,BT-509,eDelivery Gateway,.
462,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cbc:IndustryClassificationCode[@listName='legal-person'],TenderResult_bud-pay,BT-633,Organisation Natural Person,
463,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PartyName/cbc:Name,TenderResult_bud-pay,BT-500,Name,
464,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PartyLegalEntity/cbc:CompanyID,TenderResult_bud-pay,BT-501,Identifier,
465,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PostalAddress/cbc:Department,TenderResult_bud-pay,BT-16,Part Name,
466,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PostalAddress/cbc:StreetName,TenderResult_bud-pay,BT-510,Street,
467,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PostalAddress/cbc:CityName,TenderResult_bud-pay,BT-513,City,
468,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PostalAddress/cbc:PostalZone,TenderResult_bud-pay,BT-512,Post Code,
469,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PostalAddress/cbc:CountrySubentityCode,TenderResult_bud-pay,BT-507,Country Subdivision,NUTS3 code
470,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:PostalAddress/cbc:IdentificationCode,TenderResult_bud-pay,BT-514,Country Code,
471,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:Contact/cbc:Name,TenderResult_bud-pay,BT-502,Contact Point,
472,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:Contact/cbc:ElectronicMail,TenderResult_bud-pay,BT-506,Contact Email Address,
473,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:Contact/cbc:Telephone,TenderResult_bud-pay,BT-503,Contact Telephone Number,
474,/ContractAwardNotice/cac:TenderResult/cac:Contract/cac:ContractualDelivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans/cac:TradeFinancing/cac:FinancingParty/cac:Contact/cbc:Telefax,TenderResult_bud-pay,BT-739,Contact Fax,
475,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cbc:VariantID,TenderResult,BT-3201,Tender Variation ID,To differentiate tenders within an envelop
476,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cbc:TenderEnvelopeID,TenderResult,BT-3201,Tender Identifier,To identify the envelop that contained the tender(s)
477,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cbc:TenderEnvelopeTypeCode,TenderResult,BT-193,Tender Variant,
478,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cbc:ID,TenderResult,BT-13714,Tender Lot Identifier,
479,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingTerms/cbc:FundingProgramCode,TenderResult,BT-5011,Contract EU Funds Identifier,
480,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingTerms/cbc:FundingProgram,TenderResult,BT-722,Contract EU Funds Name,
481,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cbc:TerminatedIndicator[../cbc:ContractingSystemCode/@listName='dps-usage'],TenderResult,BT-119,Dynamic Purchasing System Termination,
482,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ProcessJustification/cbc:ProcessReasonCode[@listName='direct-award-justification'],TenderResult,BT-136,Direct Award Justification Code,
483,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ProcessJustification[./cbc:ProcessReasonCode/@listName='direct-award-justification']/cbc:Description,TenderResult,BT-1252,Direct Award Justification Previous Procedure Identifier,
484,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ProcessJustification[./cbc:ProcessReasonCode/@listName='direct-award-justification']/cbc:ProcessReason,TenderResult,BT-135,Direct Award Justification Text,
485,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:FrameworkAgreement/cbc:EstimatedMaximumValueAmount,TenderResult,BT-660,Framework Estimated Value,
486,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:FrameworkAgreement/cbc:MaximumValueAmount,TenderResult,BT-156,Group Framework Value,For Group of Lots only
487,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:TenderingProcess/cac:FrameworkAgreement/cbc:MaximumValueAmount,TenderResult,BT-709,Framework Maximum Value,
488,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:ProcurementProject/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:StrategicProjectsStatistics[./efbc:StatisticsCode/text()='vehicles']/efbc:StatisticalNumeric,TenderResult,BT-715,Vehicles,
489,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:ProcurementProject/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:StrategicProjectsStatistics[./efbc:StatisticsCode/text()='vehicles-zero-emission']/efbc:StatisticalNumeric,TenderResult,BT-725,Vehicles Zero Emission,
490,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:ProcurementProjectLot/cac:ProcurementProject/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:StrategicProjectsStatistics[./efbc:StatisticsCode/text()='vehicles-clean']/efbc:StatisticalNumeric,TenderResult,BT-716,Vehicles Clean,
491,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:LegalMonetaryTotal/cbc:PayableAm ount,TenderResult,BT-720,Tender Value,
492,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:TenderLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode,TenderResult,BT-191,Country Origin,
493,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount,TenderResult,BT-162,Concession Revenue User,
494,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount,TenderResult,BT-160,Concession Revenue Buyer,
495,/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription,TenderResult,BT-163,Concession Value Description,
496,/ContractAwardNotice/cac:TenderResult/cac:SubcontractTerms/cbc:Rate,TenderResult,BT-555,Subcontracting Percentage,Rate = Percentage/100
497,/ContractAwardNotice/cac:TenderResult/cac:SubcontractTerms/cbc:SubcontractingConditionsCode[@listName='known-percentage'],TenderResult,BT-731,Subcontracting Percentage Known,
498,/ContractAwardNotice/cac:TenderResult/cac:SubcontractTerms/cbc:Description,TenderResult,BT-554,Subcontracting Description,
499,/ContractAwardNotice/cac:TenderResult/cac:SubcontractTerms/cbc:Amount[@currencyID],TenderResult,BT-553,Subcontracting Value,
500,/ContractAwardNotice/cac:TenderResult/cac:SubcontractTerms/cbc:SubcontractingConditionsCode[@listName='known-value'],TenderResult,BT-730,Subcontracting Value Known,
501,/ContractAwardNotice/cac:TenderResult/cac:SubcontractTerms/cbc:SubcontractingConditionsCode[@listName='applicability'],TenderResult,BT-773,Subcontracting,
502,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cbc:Rank,TenderResult,BT-171,Tender Rank,
503,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cbc:IndustryClassificationCode[@listName='economic-operator-size'],TenderResult_winner,BT-165,Winner Size,
504,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cbc:IndustryClassificationCode[@listName='winner-listed'],TenderResult_winner,BT-746,Winner Listed,
505,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cbc:WebsiteURI,TenderResult_winner,BT-505,Internet Address,
506,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cbc:EndpointID,TenderResult_winner,BT-509,eDelivery Gateway,.
507,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cbc:IndustryClassificationCode[@listName='legal-person'],TenderResult_winner,BT-633,Organisation Natural Person,
508,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PartyName/cbc:Name,TenderResult_winner,BT-500,Name,
509,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PartyLegalEntity/cbc:CompanyID,TenderResult_winner,BT-501,Identifier,
510,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PostalAddress/cbc:Department,TenderResult_winner,BT-16,Part Name,
511,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PostalAddress/cbc:StreetName,TenderResult_winner,BT-510,Street,
512,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PostalAddress/cbc:CityName,TenderResult_winner,BT-513,City,
513,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PostalAddress/cbc:PostalZone,TenderResult_winner,BT-512,Post Code,
514,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PostalAddress/cbc:CountrySubentityCode,TenderResult_winner,BT-507,Country Subdivision,NUTS3 code
515,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:PostalAddress/cbc:IdentificationCode,TenderResult_winner,BT-514,Country Code,
516,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Contact/cbc:Name,TenderResult_winner,BT-502,Contact Point,
517,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Contact/cbc:ElectronicMail,TenderResult_winner,BT-506,Contact Email Address,
518,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Contact/cbc:Telephone,TenderResult_winner,BT-503,Contact Telephone Number,
519,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Contact/cbc:Telefax,TenderResult_winner,BT-739,Contact Fax,
520,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cbc:WebsiteURI,TenderResult_group-lead,BT-505,Internet Address,
521,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cbc:EndpointID,TenderResult_group-lead,BT-509,eDelivery Gateway,
522,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cbc:IndustryClassificationCode[@listName='legal-person'],TenderResult_group-lead,BT-633,Organisation Natural Person,
523,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PartyName/cbc:Name,TenderResult_group-lead,BT-500,Name,
524,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PartyLegalEntity/cbc:CompanyID,TenderResult_group-lead,BT-501,Identifier,
525,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PostalAddress/cbc:Department,TenderResult_group-lead,BT-16,Part Name,
526,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PostalAddress/cbc:StreetName,TenderResult_group-lead,BT-510,Street,
527,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PostalAddress/cbc:CityName,TenderResult_group-lead,BT-513,City,
528,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PostalAddress/cbc:PostalZone,TenderResult_group-lead,BT-512,Post Code,
529,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PostalAddress/cbc:CountrySubentityCode,TenderResult_group-lead,BT-507,Country Subdivision,NUTS3 code
530,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:PostalAddress/cbc:IdentificationCode,TenderResult_group-lead,BT-514,Country Code,
531,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:Contact/cbc:Name,TenderResult_group-lead,BT-502,Contact Point,
532,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:Contact/cbc:ElectronicMail,TenderResult_group-lead,BT-506,Contact Email Address,
533,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:Contact/cbc:Telephone,TenderResult_group-lead,BT-503,Contact Telephone Number,
534,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:AgentParty/cac:Contact/cbc:Telefax,TenderResult_group-lead,BT-739,Contact Fax,
535,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:PartyLegalEntity/cac:ShareHolderParty/cac:Party/cac:Person/cbc:NationalityID,TenderResult_ben-own,BT-706,Winner Owner Nationality,
536,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cbc:WebsiteURI,TenderResult_subcont,BT-505,Internet Address,
537,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cbc:EndpointID,TenderResult_subcont,BT-509,eDelivery Gateway,.
538,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cbc:IndustryClassificationCode[@listName='legal-person'],TenderResult_subcont,BT-633,Organisation Natural Person,
539,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PartyName/cbc:Name,TenderResult_subcont,BT-500,Name,
540,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,TenderResult_subcont,BT-501,Identifier,
541,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PostalAddress/cbc:Department,TenderResult_subcont,BT-16,Part Name,
542,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PostalAddress/cbc:StreetName,TenderResult_subcont,BT-510,Street,
543,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PostalAddress/cbc:CityName,TenderResult_subcont,BT-513,City,
544,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PostalAddress/cbc:PostalZone,TenderResult_subcont,BT-512,Post Code,
545,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PostalAddress/cbc:CountrySubentityCode,TenderResult_subcont,BT-507,Country Subdivision,NUTS3 code
546,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:PostalAddress/cbc:IdentificationCode,TenderResult_subcont,BT-514,Country Code,
547,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:Contact/cbc:Name,TenderResult_subcont,BT-502,Contact Point,
548,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:Contact/cbc:ElectronicMail,TenderResult_subcont,BT-506,Contact Email Address,
549,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:Contact/cbc:Telephone,TenderResult_subcont,BT-503,Contact Telephone Number,
550,/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:ServiceProviderParty/cac:Party/cac:Contact/cbc:Telefax,TenderResult_subcont,BT-739,Contact Fax,
