,"ID","Name","Datatype","Repeatable","Description","Legal Status","Level","Element","eformsNotice","sfNotice","Form type","eforms_xpath","name"
132,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,4,1,"Planning","/*/cbc:VersionID","Notice Version"
133,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,18,17,"Competition","/*/cbc:VersionID","Notice Version"
134,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,10,1,"Competition","/*/cbc:VersionID","Notice Version"
135,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,5,22,"Planning","/*/cbc:VersionID","Notice Version"
136,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,38,20,"Contract modification","/*/cbc:VersionID","Notice Version"
137,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,39,20,"Contract modification","/*/cbc:VersionID","Notice Version"
138,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,40,20,"Contract modification","/*/cbc:VersionID","Notice Version"
139,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,23,12,"Competition","/*/cbc:VersionID","Notice Version"
140,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,24,12,"Competition","/*/cbc:VersionID","Notice Version"
141,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,5,4,"Planning","/*/cbc:VersionID","Notice Version"
142,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,36,13,"Result","/*/cbc:VersionID","Notice Version"
143,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,37,13,"Result","/*/cbc:VersionID","Notice Version"
144,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,35,23,"Result","/*/cbc:VersionID","Notice Version"
145,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,15,7,"Competition","/*/cbc:VersionID","Notice Version"
146,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,29,3,"Result","/*/cbc:VersionID","Notice Version"
147,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,34,21,"Result","/*/cbc:VersionID","Notice Version"
148,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,20,21,"Competition","/*/cbc:VersionID","Notice Version"
149,"BT-757","    Notice Version","Identifier","No","The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","M","new term overall",,17,5,"Competition","/*/cbc:VersionID","Notice Version"
150,"BT-01","    Procedure Legal Basis","Code","No","The legal basis (e.g. a European Directive or Regulation, national law) under which the procurement procedure takes place.","M","new term overall",,30,6,"Result","/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:ID;/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:DocumentDescription;/*/cbc:RegulatoryDomain","Procedure Legal Basis (ELI)"
