id,id,Name,eformsNotice,sfNotice,legal_status,eforms_xpath,BT,bt_description,bt_datatype,sfLevel,guidance,status,comments
2583,2583,Winner Owner Nationality,27,15,O,['/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cac:PartyLegalEntity/cac:ShareHolderParty/cac:Party/cac:Person/cbc:NationalityID'],BT-706,"The nationality (or nationalities) of the beneficiary owner(s) of the winner, tenderer, or subcontractor; as published in the register(s) established by anti-money laundering legislation. If such a register does not exist (e.g. in case of non-EU contractors) then equivalent information from other sources.",Code,new term overall,,,
2584,2584,Winner Listed,27,15,O,"[""/ContractAwardNotice/cac:TenderResult/cac:WinningParty/cac:Party/cbc:IndustryClassificationCode[@listName='winner-listed']""]",BT-746,"The nationality (or nationalities) of the beneficiary owner(s) of the winner, tenderer, or subcontractor is not published in the register(s) established by anti-money laundering legislation, because the winner is listed on a regulated market (e.g. a stock exchange) that ensures adequate transparency in line with anti-money laundering legislation.",Indicator,new term overall,,,
2585,2585,Framework Buyer Categories,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:FrameworkAgreement/cac:SubsequentProcessTenderRequirement[cbc:Name/text()='buyer-categories']/cbc:Description""]",BT-111,"Any additional categories of buyers participating in the framework agreement and not mentioned by name (e.g. ""all hospitals in the Tuscany region"").",Text,new term overall,Map to the lot's `.techniques.frameworkAgreement.buyerCategories`,done (spread from notice 16),
2586,2586,Techniques Lot Identifier,27,15,M,[''],BT-13711,"An identifier of one or more lots. In case of PINs used only for information, the identifier of one or more parts of the notice that may later become lots or a self-standing procedures.  The information in the techniques section refers to this lot (or part) or these lots (or parts).",Identifier,new term overall,Refer to the [guidance for lot identifiers](common-operations lot identifier).,done (spread from notice 10),
2587,2587,Framework Agreement,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ContractingSystem/cbc:ContractingSystemTypeCode[@listName='framework-agreement']""]",BT-765,"Whether a framework agreement with, without, or with and without the reopening of competition is involved.",Code,IV.1.3.1,"If different from 'none', set the lot's `.techniques.hasFrameworkAgreement` to `true`. Map the code according to the [organisation role mapping table] to the lot's `.techniques.method`.",done (spread from notice 10),
2588,2588,Dynamic Purchasing System,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ContractingSystem/cbc:ContractingSystemTypeCode[@listName='dps-usage']""]",BT-766,"Whether a dynamic purchasing system is involved and, in case of central purchasing bodies, whether it can be used by buyers not listed in this notice.",Code,new term,"If different from 'none', set the lot's `.techniques.hasDynamicPurchasingSystem` to `true`. Map the code according to the [DPS type mapping table] to the lot's `.techniques.dynamicPurchasingSystem.type`.",done (spread from notice 10),
2589,2589,Award Criteria Lot Identifier,27,15,M,[''],BT-13710,"An identifier of one or more lots or one or more groups of lots. The information in the award criteria section refers to this lot, these lots, this group, or these groups.",Identifier,II.2.1.1,Refer to the [guidance for lot identifiers](common-operations lot identifier).,done (spread from notice 10),
2590,2590,Award Criteria Complicated,27,15,O,['/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cbc:CalculationExpression'],BT-543,"The mathematical equation or any other description used for complicated weighing of criteria (e.g. non-linear weighing, the analytic hierarchy process) when a weighing cannot be expressed per criterion. ",Text,new term,Map to the lot's `.awardCriteria.weightingDescription`,done (spread from notice 29),
2591,2591,Award Criteria Order Justification,27,15,O,['/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cbc:Description'],BT-733,"The justification for only indicating the award criteria's order of importance, not their weighing.",Text,new term,Map to the lot's `.awardCriteria.orderRationale`,done (spread from notice 29),
2592,2592,Award Criterion Type,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/cbc:AwardingCriterionTypeCode[@listName='award-criterion-type']""]",BT-539,"Whether the criterion concerns the price, the cost, or a non-price non-cost attribute of the tender. (Price is the acquisition price; cost is any other non-price monetary criterion.)",Code,II.2.5,Map to the award criterion's `.type`,done (spread from notice 29),
2593,2593,Award Criterion Description,27,15,O,['/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/cbc:Description'],BT-540,The description of the award criterion.,Text,new term,Map to the award criterion's `.description`,done (spread from notice 29),
2594,2594,Award Criterion Name,27,15,O,['/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/cbc:Name'],BT-734,The name of the award criterion.,Text,II.2.5,Map to the award criterion's `.name`,done (spread from notice 29),
2595,2595,Award Criterion Number,27,15,O,['/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionStatistics/efbc:StatisticalNumeric'],BT-541,A number linked to an award criterion.,Number,new term,Add an award criterion number to the award criterion's `.numbers` array. Map to its `.number`.,done (spread from notice 29),
2596,2596,Award Criterion Number Weight,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionStatistics/efbc:StatisticsCode[@listName='number-weight']""]",BT-5421,Whether the number linked to an award criterion is a type of weight (e.g. a percentage).,Code,II.2.5,"Map the code according to the [award criterion weight mapping table], and map it to the award criterion number's `.weight`.",done (spread from notice 29),
2597,2597,Award Criterion Number Fixed,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionStatistics/efbc:StatisticsCode[@listName='number-fixed']""]",BT-5422,"Whether the number linked to an award criterion is a fixed value (e.g. a fixed price, a fixed cost).",Code,new term,"Map the code according to the [award criterion fixed mapping table], and map it to the award criterion number's `.fixed`.",done (spread from notice 29),
2598,2598,Award Criterion Number Threshold,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionStatistics/efbc:StatisticsCode[@listName='number-threshold']""]",BT-5423,"Whether the number linked to an award criterion is a type of threshold (e.g. a minimum score, a maximum number of tenders with the highest score passing).",Code,new term,"Map the code according to the [award criterion threshold mapping table], and map it to the award criterion number's `.threshold`.",done (spread from notice 29),
2599,2599,Place Performance Lot Identifier,27,15,O,[''],BT-1372,"An identifier of one or more lots. In case of PINs used only for information, the identifier of one or more parts of the notice that may later become lots or a self-standing procedures. The information in the place of performance section refers to this lot (or part) or these lots (or parts).",Identifier,II.2.1.1,Refer to the [guidance for lot identifiers](common-operations lot identifier).,done (spread from notice 1),
2600,2600,Place Performance Country Subdivision,27,15,O,"['/*/cac:ProcurementProject/cac:RealizedLocation/cbc:CountrySubentityCode', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:CountrySubentityCode']",BT-5071,The location according to the common classification of territorial units for statistics (NUTS). The NUTS3 classification code must be used.,Code,II.2.3.1,"Add an `Address` object to the item's `.deliveryAddresses` array, and map to its `.region`.\n\nThere's an open issue ([#739](https://github.com/open-contracting/standard/issues/739)) about region codes.",done (spread from notice 1),
2601,2601,Place Performance Street,27,15,O,"['/*/cac:ProcurementProject/cac:RealizedLocation/cbc:AdditionalStreetName', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cbc:StreetName /*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cbc:AdditionalStreetName /*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cac:AddressLine/cbc:Line', '/*/cac:ProcurementProject/cac:RealizedLocation/cac:AddressLine/cbc:Line', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:StreetName']",BT-5101,"The name of the street, road, avenue, etc., of the place of performance and further identification (e.g. building number).",Text,II.2.3.2,"Map `cbc:StreetName` to the address' `.streetAddress`. If applicable, append `cbc:AdditionalStreetName` and each `cac:AddressLine/cbc:Line` to the address' `.streetAddress`, separating each string with ', ' (comma and space).",done (spread from notice 1),
2602,2602,Place Performance Post Code,27,15,O,"['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:PostalZone', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:PostalZone']",BT-5121,The postcode of the place of performance.,Text,II.2.3.2,Map to the address' `.postalCode`,done (spread from notice 1),
2603,2603,Place Performance City,27,15,O,"['/*/cac:ProcurementProject/cac:RealizedLocation/cbc:CityName', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:CityName']",BT-5131,"The name of the locality (city, town or village) of the place of performance.",Text,II.2.3.2,Map to the address' `.locality`,done (spread from notice 1),
2604,2604,Place Performance Country Code,27,15,O,"['/*/cac:ProcurementProject/cac:RealizedLocation/cac:Country/cbc:IdentificationCode', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cac:Country/cbc:IdentificationCode']",BT-5141,The country of the place of performance.,Code,II.2.3.2,"Translate to a country name, and map to the address' `.countryName`\n\nThere's an open issue ([#524](https://github.com/open-contracting/standard/issues/524)) to add a `.countryCode` field to the `Address` object, to avoid translation.",done (spread from notice 1),
2605,2605,Place Performance Services Other,27,15,O,"['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:Region', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:Region']",BT-727,"There are other restrictions on the place of performance (e.g. ""anywhere in the European Economic Area"", ""anywhere in the given country""). ",Code,new term overall,"Retrieve [the label of the code](https://op.europa.eu/en/web/eu-vocabularies/concept-scheme/-/resource?uri=http://publications.europa.eu/resource/authority/other-place-service), and map it to the related items' `.deliveryLocation.description`",done (spread from notice 1),https://github.com/open-contracting/european-union-support/issues/55
2606,2606,Place Performance Additional Information,27,15,O,"['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cbc:Description', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:Description']",BT-728,Additional information about the place of performance.,Text,II.2.3.2,Map to the item's `.deliveryLocation.description`,done (spread from notice 1),
2607,2607,GPA Coverage,27,15,,['/*/cac:ProcurementProjectLot/cac:TenderingProcess/cbc:GovernmentAgreementConstraintIndicator'],BT-115,The procurement is covered by the Government Procurement Agreement (GPA).,Indicator,IV.1.8,Add 'GPA' to the lot's `.coveredBy` array,done (spread from notice 11),
2608,2608,Additional Information Lot Identifier,27,15,M,[''],BT-13715,"An identifier of one or more lots. In case of PINs used only for information, the identifier of one or more parts of the notice that may later become lots or a self-standing procedures. The information in the additional information section refer this lot (or part) or these lots (or parts).",Identifier,II.2.1.1,Refer to the [guidance for lot identifiers](common-operations lot identifier).,done (spread from notice 11),
2609,2609,Additional Information,27,15,O,"['/*/cac:ProcurementProject/cbc:Note', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:Note']",BT-300,Any information not mentioned elsewhere.,Text,II.2.14,Map to the release's `description`,done (spread from notice 1),
2610,2610,Suitable For SMEs,27,15,,['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:SMESuitableIndicator'],BT-726,The buyer emphasizes that this procurement is also suitable for small and medium enterprises (SMEs).,Indicator,new term overall,,issue (spread from notice 10),https://github.com/open-contracting/european-union-support/issues/85
2611,2611,Strategic Procurement,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='strategic-procurement']""]",BT-06,"Use of a technical specification, selection criterion, award criterion, or contract performance condition aims to reduce the environmental impacts of the procurement, fulfil social objectives and/or buy an innovative work, supply or service.",Code,new term overall,,,
2612,2612,Strategic Procurement Notice Section Identifier,27,15,M,[''],BT-13721,An identifier of one or more sections within this notice. The information in the strategic procurement section refers to this section or these sections.,Identifier,new term overall,No guidance. Relationships are either implied by the XML structure or explicit via references from a section to the organization.,done (spread from notice 10),
2613,2613,Accessibility,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='accessibility']""]",BT-754,The use of accessibility criteria for persons with disabilities in the technical specifications.,Code,new term overall,,,
2614,2614,Accessibility Justification,27,15,O,['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/cbc:Description'],BT-755,The justification for not including accessibility criteria even though the procurement is intended for use by natural persons.,Text,new term overall,,,
2615,2615,Green Procurement,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='environmental-impact']""]",BT-774,"An approach to reducing the environmental impacts of the work, supply or service (e.g. requesting compliance with an environmental label).",Code,new term overall,,,
2616,2616,Social Procurement,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='social-procurement']""]",BT-775,"A social objective promoted by the works, supplies or services (e.g. fair working conditions).",Code,new term overall,,,
2617,2617,Innovative Procurement,27,15,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='innovative-acquisition']""]",BT-776,"An indication that innovative works, supplies or services are being bought (e.g. the procured works, supplies or services being novel for the whole market).",Code,new term overall,,,
2618,2618,Strategic Procurement Description,27,15,O,['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/cbc:Description'],BT-777,"Description of the use of a technical specification, selection criterion, award criterion, or contract performance condition aims to reduce the environmental impacts of the procurement, fulfil social objectives and/or buy an innovative work, supply or service.",Text,new term overall,,,
2619,2619,Unpublished Identifier,27,15,O,[''],BT-195,"Identifier of the field that shall not be immediately published. Only fields concerning the Result value and groups of fields concerning the Tender and Procedure Lot Result can be unpublished. In the case of the sectoral Directive, the award criteria, the procurement procedure, certain dates and in certain cases information about the nature and quantity of a service can be unpublished as well.",Identifier,new term overall,,,
2620,2620,Unpublished Justification Description,27,15,O,[''],BT-196,The justification for not immediately publishing a field and for the choice of a later date at which it can be published.,Text,new term overall,,,
2621,2621,Unpublished Justification Code,27,15,O,[''],BT-197,The justification for not immediately publishing a field.,Code,new term overall,,,
